,genres,title,release_date,price,item_id,developer
17444,Action,Raptor: Call of The Shadows - 2015 Edition,1994-04-01,4.99,336060,DotEmu
17445,Indie,Let There Be Life,2015-02-13,5.99,340950,Backward pieS
17446,Adventure,Decay: The Mare,2015-02-13,9.99,323720,Shining Gate Software
17447,Action,The Escapists,2015-02-13,17.99,298630,Mouldy Toof Studios
17448,Action,Reload,2015-02-13,4.99,330370,Top3Line s.r.o.
17449,Casual,InnerCube,2015-02-13,3.99,344270,Schell Games
17450,Action,SanctuaryRPG: Black Edition,2015-02-13,7.99,328760,Black Shell Games
17451,Action,The Escapists - Fhurst Peak Correctional Facility,2015-02-13,0.99,349310,Mouldy Toof Studios
17452,Adventure,Shipwreck,2014-02-25,2.99,342490,Brushfire Games
17453,Strategy,Siege of Turtle Enclave,2014-05-12,4.99,340920,The Conjurer's Tower
17454,Adventure,Sword Daughter,2015-02-13,6.99,342450,Hanabira
17455,Action,Abomination Tower,2015-02-13,4.99,340390,Amethyst Quarter
17456,Adventure,War of the Human Tanks - ALTeR,2015-02-13,12.99,301920,Yakiniku Banzai
17457,Adventure,Aveyond 3-4: The Darkthrop Prophecy,2015-02-13,9.99,321890,"Amaranth Games, LLC"
17458,Casual,Plush,2015-02-13,3.99,341820,Red Head Games
17459,Adventure,Wooden Floor,2015-02-13,1.99,348790,pheenix93
17460,Adventure,A.V.,2015-02-13,6.99,341750,FirstForever Studios
17461,Action,Veteran Combat,2015-02-16,1.99,351420,CyberphobX
17462,Casual,Call of the Ninja!,2012-04-23,6.99,350330,Lee Page
17463,Action,Gas Guzzlers Extreme: Full Metal Zombie,2015-02-16,6.99,277821,Gamepires
17464,Strategy,Agent Awesome,2015-02-17,9.99,345220,Chaos Industries
17465,Action,David.,2014-03-14,1.99,346180,Fermenter Games
17466,Action,StaudSoft's Synthetic World Beta,2014-09-12,9.99,343320,StaudSoft
17467,Strategy,Total War: ATTILA,2015-02-17,44.99,325610,Creative Assembly
17468,Adventure,Bonetown - The Power of Death,2015-02-16,7.99,350840,CPsoft
17469,Action,Alien: Isolation - Season Pass,2015-02-10,19.99,324020,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
17470,Action,Alien: Isolation: - Lost Contact,2015-02-10,7.99,282515,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
17471,Action,Trapper Blood Eagle Skin Pack,2015-02-10,4.99,341848,Turtle Rock Studios
17472,Adventure,Robinson Crusoe and the Cursed Pirates,2015-02-10,9.99,334480,MagicIndie
17473,Action,Tasty Blue,2015-02-10,5.99,345200,Dingo Games
17474,Racing,Stock Car Extreme,2015-02-11,14.99,273840,Reiza Studios
17475,Simulation,X-Plane 10 AddOn - Carenado - CT210M Centurion II,2015-02-11,29.99,339383,Carenado
17476,Simulation,FSX: Steam Edition - Dangerous Approaches Add-On,2015-02-11,16.99,343955,Jane Rachel Whittaker
17477,Action,Starlaxis Supernova Edition,2015-02-11,6.99,336200,Spiderwork Games
17478,Action,Medic Savior Skin Pack,2015-02-10,4.99,341845,Turtle Rock Studios
17479,Indie,Dead State Original Soundtrack,2015-02-11,7.99,336810,DoubleBear Productions
17480,Action,Purgatory: War of the Damned,2015-02-11,14.99,284910,Ironsun Studios
17481,Action,GunWorld,2014-11-16,1.99,349950,m07games
17482,Indie,Cubicity,2015-02-12,2.99,335550,Bubble Head Games
17483,Casual,Musclecar Online,2015-02-12,5.99,346440,Psychic Software
17484,Action,Ratz Instagib – Original Soundtrack,2015-02-12,3.99,347070,"Lino Slahuschek,Jazzsticks"
17485,Action,Harold,2015-02-12,9.99,338890,Moon Spider Studio
17486,Adventure,Tokyo School Life,2015-02-12,14.99,320760,"M2 Co.,LTD"
17487,Action,TerraTech,2015-02-06,19.99,285920,Payload Studios
17488,Adventure,Crystal Story II - Soundtrack,2015-02-06,2.99,346480,MDKSound
17489,Design &amp; Illustration,RPG Maker VX Ace - DS+ Expansion - Retro SciFi,2015-02-06,14.99,337902,"Archeia,Enterbrain"
17490,Action,Goats on a Bridge,2015-02-06,4.99,335840,Cabygon
17491,Design &amp; Illustration,RPG Maker VX Ace - Shrouded Wonder Music Pack,2015-02-06,4.99,333090,Elijah Mills
17492,Design &amp; Illustration,RPG Maker VX Ace - Winter Wonderland Tiles,2015-02-06,9.99,337901,Sherman 3D
17493,Design &amp; Illustration,RPG Maker VX Ace - Nightmares Music Pack,2015-02-06,24.99,291470,JDB Artist
17494,Casual,Terra Lander,2015-02-06,5.99,338550,"DM Media,Dark Computer Entertainment Ltd."
17495,Indie,Darkest Dungeon Soundtrack,2015-02-03,9.99,345800,Stuart Chatwood
17496,Adventure,Mystery Masters: Psycho Train Deluxe Edition,2015-02-03,9.99,344790,Alawar
17497,Simulation,FSX: Steam Edition - Discover Great Britain Add-On,2015-02-03,16.99,343951,First Class Simulations
17498,Indie,Ski Park Tycoon,2015-02-03,9.99,346240,Jan Zizka
17499,Adventure,Ephemerid: A Musical Adventure,2015-02-03,1.99,335920,SuperChop Games
17500,Action,Pizzarian,2014-05-13,3.99,340380,Alex Jedraszczak
17501,Action,Just Get Through,2015-01-30,4.99,338190,Retrific
17502,Action,MagNets,2015-01-30,7.99,343020,Total Monkery
17503,Action,SickBrick,2015-01-30,19.99,341860,"Maxwolf,Fox"
17504,Adventure,The Tiny Tale 2,2015-01-30,6.99,340720,Running Pillow
17505,Action,Survivalist,2015-01-30,4.99,340050,Bob the Game Development Bot
17506,Action,Steam Heroes,2014-04-01,5.99,341160,ProjectorGames
17507,Adventure,eden*,2015-01-30,19.99,315810,minori
17508,Indie,Exodus Wars: Fractured Empire,2015-01-30,9.99,297270,Membraine Studios
17509,Action,The Bluecoats: North vs South,2012-05-10,4.99,347030,Little World Studio
17510,Adventure,The Guilt and the Shadow,2015-02-02,8.99,332630,oophok
17511,Action,Bloodline Champions - Huntress Pack,2015-02-02,9.99,338200,Stunlock Studios
17512,Action,Bloodline Champions - Warrior Pack,2015-02-02,19.99,338201,Stunlock Studios
17513,Action,Undead Shadows,2015-02-02,3.99,346920,Ignition Games Inc.
17514,Action,Stay Dead Evolution,2015-02-04,5.99,341070,Brucefilm
17515,Action,Bloodline Champions - Warchief Pack,2015-02-02,49.99,338202,Stunlock Studios
17516,Adventure,To Be or Not To Be,2015-02-04,4.99,324710,Tin Man Games
17517,Action,Deathtrap,2015-02-04,19.99,310510,NeocoreGames
17518,Adventure,Drew and the Floating Labyrinth,2015-02-04,4.99,346200,Dust Scratch Games
17519,Adventure,The Interview,2015-02-03,1.99,348380,Anothink
17520,Indie,Front Office Football Seven,2014-11-21,18.99,344340,Solecismic Software
17521,Indie,Predestination,2015-02-04,29.99,340210,Brain and Nerd Ltd
17522,Indie,Seven Kingdoms 2 HD,2015-02-04,9.99,338800,Enlight Software Limited
17523,Indie,Inquisitor - Deluxe Edition Upgrade,2012-09-05,4.99,348310,"CINEMAX, s.r.o."
17524,Action,Datswer,2015-02-04,3.99,348000,Behtam Developer
17525,Simulation,Class 08 Triple Grey Livery Add-On,2015-02-05,4.99,295181,RailSimulator.com
17526,Action,Castle In The Darkness,2015-02-05,9.99,262960,"Matt Kap,Nicalis, Inc."
17527,Simulation,Class 08 InterCity Livery Add-On,2015-02-05,4.99,295182,RailSimulator.com
17528,Indie,Unlimited Escape,2015-02-05,4.99,322030,Carlo D'Apostoli Projects
17529,Simulation,Cities XXL,2015-02-05,9.99,313010,Focus Home Interactive
17530,Indie,Vulture for NetHack,2005-02-01,2.99,341390,DarkArts Studios
17531,Casual,Garden Rescue,2015-02-02,3.99,346210,Rainbow Games
17532,Action,Natural Soccer,2015-02-02,9.99,347690,Thorsten Schleinzer
17533,Casual,Battle Ranch: Pigs vs Plants,2015-02-02,1.99,340070,Playboom
17534,Casual,Particula,2015-02-02,0.99,343360,Microblast Games
17535,Racing,Formula Truck 2013,2013-04-10,9.99,273750,Reiza Studios
17536,Adventure,Dreamscape,2015-02-02,9.99,271990,Aldorlea Games
17537,Casual,Astro Emporia,2015-02-02,0.99,346080,Squirrelbot Games
17538,Action,Infect and Destroy,2015-01-29,6.99,305660,FarrugiaSoft
17539,Adventure,Nightmares from the Deep 3: Davy Jones,2014-03-27,9.99,284810,Artifex Mundi
17540,Adventure,CAFE 0 ~The Drowned Mermaid~,2011-10-11,6.99,335660,roseVeRte
17541,Adventure,Supreme League of Patriots - Episode 3: Ice Cold in Ellis,2015-01-29,5.99,336730,No Bull Intentions
17542,Adventure,CAFE 0 ~The Drowned Mermaid~ - Japanese Voice Add-On,2015-01-29,1.99,336460,roseVeRte
17543,Action,Grand Class Melee 2,2015-02-02,9.99,340440,Gigatross Games
17544,Adventure,Supreme League of Patriots,2015-01-29,5.99,331760,No Bull Intentions
17545,Adventure,Supreme League of Patriots - Episode 2: Patriot Frames,2015-01-29,5.99,336710,No Bull Intentions
17546,Indie,Making History: The Great War,2015-01-29,29.99,279140,"Muzzy Lane Software,Factus Games"
17547,RPG,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,2015-01-28,29.99,282900,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
17548,RPG,Hyperdimension Neptunia Re;Birth1 Additional Content2 / コンテンツ追加パック２ / 內容補充包２,2015-01-27,0.99,319018,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
17549,RPG,Hyperdimension Neptunia Re;Birth1 Additional Content3 / コンテンツ追加パック３ / 內容補充包３,2015-01-27,0.99,319011,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
17550,RPG,Hyperdimension Neptunia Re;Birth1 Histoire Battle Entry / イストワールバトル参加ライセンス / 伊絲特媧兒參戰許可,2015-01-27,0.99,319016,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
17551,RPG,Hyperdimension Neptunia Re;Birth1 Peashy Battle Entry / ピーシェバトル参加ライセンス / 畢雪參戰許可,2015-01-27,0.99,319015,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
17552,RPG,Hyperdimension Neptunia Re;Birth1 Plutia Battle Entry / プルルートバトル参加ライセンス / 普露露特參戰許可,2015-01-27,0.99,319014,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
17553,Action,Forward to the Sky,2015-01-29,7.99,333250,Animu Game
17554,Action,Zombeer,2015-01-30,4.99,262190,"Moonbite Games,PadaOne Games"
17555,Action,Usagi Yojimbo: Way of the Ronin,2015-01-30,4.99,338260,HappyGiant
17556,Indie,Unhack:Destruction,2015-01-30,0.99,343580,InvertMouse
17557,Casual,Gene,2015-01-30,0.99,343250,Vital Games Ltd
17558,Simulation,Train Simulator: DB BR 605 ICE TD Add-On,2015-01-30,19.99,277755,Dovetail Games
17559,Action,Drive to Hell,2014-02-01,4.99,334840,Ghost Crab Games
17560,Indie,SLAMMED!,2013-06-28,6.99,343370,Choice of Games
17561,Action,EDEN STAR,2015-01-30,19.99,259570,Flix Interactive
17562,Action,Stardust Vanguards,2015-01-30,3.99,341530,Zanrai Interactive
17563,Simulation,BR Standard Class 4MT Loco Add-On,2015-01-28,6.99,295162,Dovetail Games
17564,Simulation,FSX: Steam Edition - Discover Arabia Add-On,2015-01-28,16.99,343952,First Class Simulations
17565,Casual,Destructamundo,2015-01-28,4.99,323020,MiniVisions
17566,Casual,Sword of the Stars: The Pit - Necromancer,2015-01-28,1.99,345470,Kerberos Productions Inc.
17567,Action,Air Guardians,2015-01-26,2.99,342230,Lazy Bum Games
17568,Indie,Besiege,2015-01-28,7.99,346010,Spiderling Studios
17569,Indie,Streets of Chaos,2015-01-23,0.99,346320,SimProse Studios
17570,RPG,Heroes® of Might &amp; Magic® III - HD Edition,2015-01-29,14.99,297000,DotEmu
17571,Indie,Gravity Ghost,2015-01-26,14.99,251490,Ivy Games
17572,Adventure,Déjà Vu II: MacVenture Series,2015-01-26,2.99,343830,Zojoi
17573,Adventure,The Uninvited: MacVenture Series,2015-01-26,2.99,343810,Zojoi
17574,Adventure,Shadowgate: MacVenture Series,2015-01-26,2.99,343800,Zojoi
17575,Adventure,Déjà Vu: MacVenture Series,2015-01-26,2.99,343820,Zojoi
17576,Action,BANZAI PECAN: The Last Hope For the Young Century,2012-08-06,2.99,341440,SERIOUS*IMPACT WORKS
17577,Adventure,Fahrenheit: Indigo Prophecy Remastered,2015-01-28,9.99,312840,"Aspyr,Quantic Dream (original release)"
17578,Action,Dying Light,2015-01-26,39.99,239140,Techland
17579,Indie,868-HACK,2015-01-27,5.65,274700,Michael Brough
17580,Action,Dying Light Season Pass,2015-01-27,29.99,335810,Techland
17581,Action,Far Cry® 4 – Hurk Deluxe Pack,2015-01-27,7.49,324342,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
17582,Adventure,Grim Fandango Remastered,2015-01-26,14.99,316790,Double Fine Productions
17583,Action,samurai_jazz,2015-01-27,0.99,346450,Blaze Epic
17584,Action,Tkl Online,2015-01-27,7.99,335770,KURONEKO SOFT
17585,Casual,Break the Cube,2015-01-26,0.99,346650,Raxi Petrov
17586,Strategy,Grey Goo - Soundtrack,2015-01-23,7.99,341810,Petroglyph
17587,Action,Roche Fusion,2015-01-23,12.0,334140,amulware
17588,Casual,Pahelika: Secret Legends,2015-01-23,9.99,336020,Ironcode Gaming
17589,Action,Super Galaxy Squadron EX Turbo,2017-03-06,11.99,345860,Synset
17590,Indie,ClusterPuck 99,2015-01-23,9.99,337960,PHL Collective
17591,Action,Loot Hunter,2015-01-23,7.99,341470,Rake in Grass
17592,Action,Phantom Breaker: Battle Grounds,2015-01-23,11.99,329490,MAGES. Inc.
17593,Indie,Dark Gates,2015-01-26,3.99,333730,DFour Games
17594,Action,Lost in a Forest,2015-01-21,1.99,345280,Konsordo
17595,Simulation,X-Plane 10 AddOn - Carenado - B58 Baron,2015-01-21,24.99,339380,Carenado
17596,Indie,Dark Quest,2015-01-21,2.99,342860,Brain Seal Ltd
17597,Simulation,FSX: Steam Edition - Early Years of Flight Add-On,2015-01-21,16.99,343950,First Class Simulations
17598,Indie,Human Extinction Simulator,2015-01-21,19.99,342500,Machine 22
17599,Simulation,BR Blue/Grey Class 121 Add-On Livery,2015-01-21,4.99,295178,RailSimulator.com
17600,Simulation,BR Blue Class 121 Add-On Livery,2015-01-21,4.99,295177,RailSimulator.com
17601,Action,Survivor Squad,2013-11-08,2.99,258050,Endless Loop Studios
17602,RPG,Hyperdimension Neptunia Re;Birth1 Additional Content1 / コンテンツ追加パック１ / 內容補充包１,2015-01-28,0.99,319017,"Idea Factory, Inc.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
17603,Adventure,Pilot Brothers 3: Back Side of the Earth,2015-01-22,4.99,336780,1C Wireless
17604,Casual,Mahjong Pretty Girls Battle,2015-01-22,14.99,338060,Zoo Corporation
17605,Simulation,Train Simulator: BR Class 303 EMU Add-On,2015-01-22,12.99,258668,Dovetail Games
17606,Simulation,Train Simulator: DB BR 218 Loco Add-On,2015-01-22,19.99,277730,Dovetail Games
17607,Simulation,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,2010-08-26,39.99,337760,VR Designs
17608,Action,Brick-Force: Starter DLC,2015-01-20,9.99,338882,Exe Games Inc.
17609,Adventure,Nicolas Eymerich The Inquisitor Book II : The Village,2015-01-22,9.99,297070,TiconBlu
17610,Action,Void Destroyer,2015-01-20,12.99,259660,Iteration 11
17611,Action,Saints Row: Gat out of Hell,2015-01-20,14.99,301910,"Deep Silver Volition,High Voltage Software"
17612,Adventure,Blackguards 2,2015-01-20,19.99,314830,Daedalic Entertainment
17613,RPG,Citizens of Earth,2015-01-20,14.99,258910,Eden Industries
17614,Action,Call of Duty®: Advanced Warfare - Steampunk Exoskeleton Pack,2015-01-15,2.99,331068,"Sledgehammer Games,Raven Software"
17615,Action,Call of Duty®: Advanced Warfare - Panda Exoskeleton Pack,2015-01-15,2.99,331069,"Sledgehammer Games,Raven Software"
17616,Action,Call of Duty®: Advanced Warfare - Creature Personalization Pack,2015-01-15,1.99,331062,"Sledgehammer Games,Raven Software"
17617,Action,Call of Duty®: Advanced Warfare - Creature Premium Personalization Pack,2015-01-15,3.99,331066,"Sledgehammer Games,Raven Software"
17618,Action,Goscurry,2015-01-16,7.99,335090,"Daniele Giardini,Isak J Martinsson"
17619,Action,Project Green Beat,2015-01-16,4.99,340480,SeattleEgg
17620,Action,Deer Hunt Legends,2013-01-07,4.99,328670,Raylight Games
17621,Casual,Oblivious Garden ~Carmina Burana Soundtrack,2015-01-16,4.99,331520,"CorypheeSoft,DigitalEZ"
17622,Adventure,Anoxemia,2015-01-16,3.99,338050,BSK Games
17623,Casual,Bloop,2015-01-16,4.99,340200,2SD
17624,Adventure,Disillusions Manga Horror,2013-04-06,0.99,343270,StephenAllen
17625,Adventure,X-note,2011-03-08,19.99,337940,Zeiva Inc
17626,Adventure,Teddy Floppy Ear - Kayaking,2015-01-16,4.99,340310,Forever Entertainment S. A.
17627,Racing,MotorSport Revolution,2015-01-15,14.99,317080,Ghost Machine
17628,Adventure,Tales of Aravorn: Seasons Of The Wolf,2014-11-15,24.99,333390,Winter Wolves
17629,Adventure,SOTW Bonus Content (Mp3+Wallpapers),2014-11-14,4.99,333710,Winter Wolves
17630,Adventure,Questerium: Sinister Trinity HD Collector's Edition,2015-01-15,6.99,320610,URSE Games
17631,Action,Double Dragon Trilogy,2015-01-15,5.99,314150,DotEmu
17632,Indie,HyperRogue,2015-01-16,4.99,342610,Zeno Rogue
17633,Action,Call of Duty®: Advanced Warfare - Nanotech Premium Personalization Pack,2015-01-15,3.99,331067,"Sledgehammer Games,Raven Software"
17634,Action,Call of Duty®: Advanced Warfare - Magma Premium Personalization Pack,2015-01-15,3.99,331064,"Sledgehammer Games,Raven Software"
17635,Action,Call of Duty®: Advanced Warfare - Nanotech Personalization Pack,2015-01-15,1.99,331063,"Sledgehammer Games,Raven Software"
17636,Action,Call of Duty®: Advanced Warfare - Lightning Premium Personalization Pack,2015-01-15,3.99,331065,"Sledgehammer Games,Raven Software"
17637,Action,Call of Duty®: Advanced Warfare - Magma Personalization Pack,2015-01-15,1.99,331060,"Sledgehammer Games,Raven Software"
17638,Action,Call of Duty®: Advanced Warfare - United States Exoskeleton Pack,2015-01-15,1.99,331072,"Sledgehammer Games,Raven Software"
17639,Action,Call of Duty®: Advanced Warfare - Lightning Personalization Pack,2015-01-15,1.99,331061,"Sledgehammer Games,Raven Software"
17640,Action,Call of Duty®: Advanced Warfare - Spain Exoskeleton Pack,2015-01-15,1.99,333088,"Sledgehammer Games,Raven Software"
17641,Action,Call of Duty®: Advanced Warfare - United Kingdom Exoskeleton Pack,2015-01-15,1.99,333080,"Sledgehammer Games,Raven Software"
17642,Action,Call of Duty®: Advanced Warfare - Italy Exoskeleton Pack,2015-01-15,1.99,333087,"Sledgehammer Games,Raven Software"
17643,Action,Call of Duty®: Advanced Warfare - Germany Exoskeleton Pack,2015-01-15,1.99,333083,"Sledgehammer Games,Raven Software"
17644,Action,Alien: Isolation - Safe Haven,2015-01-13,7.99,282514,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
17645,Adventure,Retention,2015-01-13,0.99,339470,Sometimes You
17646,Indie,Cahors Sunset,2015-01-12,1.99,341700,Locomotivah
17647,Action,Call of Duty®: Advanced Warfare - Japan Exoskeleton Pack,2015-01-15,1.99,334221,"Sledgehammer Games,Raven Software"
17648,Action,Middle-earth: Shadow of Mordor - Orc Slayer Rune,2015-01-13,0.99,313380,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
17649,Action,Song of the Myrne: What Lies Beneath,2015-01-13,4.99,333330,Beldarak Games
17650,Adventure,Train of Afterlife,2012-01-13,9.99,342360,Zeiva Inc
17651,Simulation,FSX: Steam Edition - Around The World In 80 Flights Add-On,2015-01-14,16.99,342000,First Class Simulations
17652,Indie,Unhack,2014-02-20,3.99,340800,InvertMouse
17653,Casual,Supreme: Pizza Empire,2015-01-09,9.99,318260,Nexeon Studios
17654,Strategy,Mech Marines: Steel March,2015-01-09,7.99,335940,ByteTrail Software
17655,Design &amp; Illustration,RPG Maker VX Ace - Sci-Fi Tiles,2015-01-09,9.99,332292,"Sherman 3D,Degica"
17656,Design &amp; Illustration,RPG Maker VX Ace - Sci-Fi Music Pack,2015-01-09,24.99,332290,"Joel Steudler,Degica"
17657,Design &amp; Illustration,RPG Maker VX Ace - Sci-Fi Sound Effects,2015-01-09,14.99,332291,"Joel Steudler,Degica"
17658,Adventure,Khaba,2015-01-12,3.99,338110,Hello There AB
17659,Indie,Elements: Soul of Fire,2015-01-12,7.99,340650,Soul Catapult
17660,Action,Pushcat,2015-01-12,4.99,308440,Zut Games
17661,Indie,"War, the Game",2015-01-12,6.99,322900,GabberGames.com
17662,Action,Alphadia Genesis,2015-01-12,9.99,323450,EXE-CREATE
17663,Strategy,Warhammer Quest - Deluxe Pack items,2015-01-07,17.99,334740,"Twistplay,Rodeo Games"
17664,RPG,Warhammer Quest,2015-01-07,14.99,326670,"Rodeo Games,Twistplay"
17665,Indie,Lucid Awakening 2,2015-01-07,8.99,340400,Momiji Studios
17666,Action,Sky Gamblers: Storm Raiders,2015-01-07,9.99,304910,Atypical Games
17667,RPG,Tropico 5 - Surfs Up!,2015-01-08,3.99,306395,Haemimont Games
17668,Action,GRAV,2015-01-08,19.99,332500,"BitMonster, Inc."
17669,Indie,Cubot,2015-01-08,1.99,340280,Nicolas Pierre-Loti-Viaud
17670,Adventure,dUpLicity ~Beyond the Lies~,2011-03-20,9.99,335690,roseVeRte
17671,RPG,ルナティックドーン 前途への道標,2015-01-08,15.99,335420,ARTDINK
17672,RPG,ルナティックドーン レジェンドパック,2015-01-08,34.99,338070,ARTDINK
17673,Simulation,Train Simulator: London Overground Class 378 'Capitalstar' EMU Add-On,2015-01-08,19.99,258663,Dovetail Games
17674,Simulation,栄冠は君に レジェンドパック,2015-01-08,34.99,338100,ARTDINK
17675,Action,Blasted Fortress,2013-11-20,4.99,339500,Dapper Swine
17676,Simulation,A列車で行こう8,2008-03-21,49.99,338080,ARTDINK
17677,Simulation,X-Plane 10 AddOn - Aerosoft - Airport Wilmington,2015-01-05,19.99,325131,Drawbridge Designs
17678,Action,Brick-Force: Navy Soldier DLC,2015-01-05,19.99,338661,Exe Games Inc.
17679,Indie,The Depths of Tolagal,2014-11-07,4.99,340600,Matthew Jennings
17680,Action,Towers of Altrac - Epic Defense Battles,2015-01-05,4.99,333660,"Jsmael Stieger,Manuel Stieger,Andreas Stieger"
17681,Action,Ninja Guy,2015-01-05,1.99,340630,Immunity Studios
17682,Indie,Project AURA,2015-01-05,19.99,305940,Pixel Quality Games
17683,Indie,Solar War,2013-08-20,19.99,340880,Snipefish Entertainment
17684,Adventure,One Late Night: Deadline,2014-12-22,9.99,337880,Black Curtain Studio
17685,Indie,Dwarf Tower,2014-05-05,0.99,335100,iosoftware
17686,Action,Redux: Dark Matters - Complete Soundtrack,2014-12-23,7.99,338480,KTX Software
17687,RPG,Starwalker,2018-06-30,1.99,339820,MP Game Studios
17688,Simulation,Nameless ~The one thing you must recall~,2013-11-11,29.99,337930,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
17689,Action,Shovel Knight: Treasure Trove Soundtrack Collection,2014-12-24,9.99,339330,Yacht Club Games
17690,Adventure,Into Blue Valley,2014-12-24,4.99,334980,Ryan Javanshir
17691,Action,Roundabout,2014-09-18,9.99,303430,No Goblin
17692,Indie,SilverQuest: Gaiden,2014-12-29,5.99,333380,Wolfgame
17693,Indie,Xsyon - Prelude,2014-12-29,29.99,297470,Notorious Games
17694,Indie,Star Nomad,2014-12-29,1.99,338830,Huy Phan
17695,Indie,Sportsfriends,2014-12-19,14.99,277850,Die Gute Fabrik
17696,Indie,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,2014-12-19,1.99,336280,Kisareth Studios
17697,Action,Depth Hunter 2: Scuba Kids - Hidden Treasures,2014-12-22,3.99,331300,Biart Company LLC
17698,Action,Check vs. Mate - Dark Desert DLC,2014-12-22,6.99,339620,Targem Games
17699,Adventure,Alchemy Mysteries: Prague Legends,2014-12-22,1.99,326190,Jetdogs Studios
17700,Indie,The Repopulation,2014-12-19,19.99,322300,IF Studios
17701,Indie,Sentinels of the Multiverse,2014-12-22,9.99,337150,Handelabra Games Inc.
17702,Action,SanctuaryRPG: Black Edition OST,2014-12-22,2.99,338770,Black Shell Games
17703,Adventure,Pilot Brothers,2014-12-18,4.99,336760,1C Wireless
17704,Action,Brick-Force: Black Knight DLC,2014-12-18,17.99,338650,Exe Games Inc.
17705,RPG,Space Hulk Ascension - Imperial Fist,2014-12-18,7.99,335260,Full Control Studios
17706,Simulation,X-Plane 10 AddOn - Carenado - C208B Grand Caravan,2014-12-18,34.99,325135,Carenado
17707,Action,Outcast 1.1,2014-12-18,5.99,336610,Fresh3D
17708,Casual,Elastrix,2014-12-18,2.99,336700,Hyper Hippo Games
17709,Simulation,Microsoft Flight Simulator X: Steam Edition,2006-10-16,24.99,314160,Microsoft Game Studios
17710,Indie,Star Traders: 4X Empires,2014-11-18,9.99,334270,Trese Brothers
17711,Action,Vagante,2014-12-16,14.99,323220,Nuke Nine
17712,RPG,Rime Berta,2014-12-16,14.99,312600,NEXT-SOFT+
17713,Indie,Shadows: Heretic Kingdoms - Official Soundtrack,2014-12-17,4.99,334090,Games Farm
17714,RPG,Tropico 5 - Waterborne,2014-12-17,7.99,284440,Haemimont Games
17715,Adventure,Marvin's Mittens,2014-12-17,5.99,333260,Breakfall
17716,Action,Ultimate Vault Hunter Upgrade Pack: The Holodome Onslaught,2014-12-16,9.99,289881,"2K Australia,Gearbox Software,Aspyr (Mac,Linux)"
17717,Action,Shock Drop Slaughter Pit,2014-12-16,4.99,289880,"2K Australia,Gearbox Software,Aspyr (Mac, Linux)"
17718,Indie,Back To Life 3,2014-12-16,4.99,335570,Carlo D'Apostoli Projects
17719,Action,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,2014-12-16,14.99,222420,"SNK CORPORATION,Code Mystics"
17720,Casual,Dream Tale,2014-12-16,4.99,337450,Green Lava Studios
17721,Action,Middle-earth: Shadow of Mordor - Lord of the Hunt,2014-12-16,9.99,318390,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
17722,Action,Sky Mercenaries,2014-12-16,9.99,336090,PolarityFlow
17723,Casual,Ascension: Deckbuilding Game,2014-12-16,9.99,320430,"Playdek, Inc."
17724,Action,Clash of Puppets,2014-12-16,4.99,325870,Drakkar Dev
17725,Strategy,Total War: ROME II - Wrath of Sparta Campaign Pack,2014-12-16,14.99,327280,Creative Assembly
17726,Adventure,WAKFU - Jiva Pack,2014-12-16,34.99,336660,Ankama Studio
17727,Adventure,Last Inua,2014-12-11,7.99,331980,Glowforth
17728,Action,The Talos Principle - Prototype DLC,2014-12-11,4.99,322022,Croteam
17729,Action,The Talos Principle - Bonus Content,2014-12-11,4.99,322021,Croteam
17730,Action,Dangerous,2014-12-16,19.99,302570,Binary Helix
17731,Action,The Talos Principle,2014-12-11,39.99,257510,Croteam
17732,Action,The Talos Principle - Soundtrack,2014-12-11,4.99,322020,Croteam
17733,Action,Xeodrifter™,2014-12-11,9.99,319140,Renegade Kid
17734,Action,X Rebirth: The Teladi Outpost,2014-12-11,9.99,325580,Egosoft
